annotated_by,category,question
unsupervised,DEBATE,Is it appropriate for the EPA to declare biomass to be carbon neutral?
unsupervised,DEBATE,Is it better to live alone​ or with someone?
unsupervised,DEBATE,Is it critically important for high quality educational experiences that all students learn to arrive on time?
unsupervised,DEBATE,Is it ethical to bulk-buy disinfectant?
unsupervised,DEBATE,Is it ethical to save a child over an adult?
unsupervised,DEBATE,Is it good that the UK's House of Lords is not elected?
unsupervised,DEBATE,Is it important to get a college education?
unsupervised,DEBATE,Is it justifiable to abstain from voting?
unsupervised,DEBATE,Is it necessary to experience suffering?
unsupervised,DEBATE,Is it okay to subpoena a translator to expose subject matter between world leaders?
unsupervised,DEBATE,Is it okay to throw milkshakes at fascists?
unsupervised,DEBATE,"Is it responsible to have ""conservative"" values in politics? (Please vote on claims to make the result clearer!)"
unsupervised,DEBATE,Is killing vampires immoral?
unsupervised,DEBATE,Is light a wave or a particle?
unsupervised,DEBATE,Is meat eating immoral?
unsupervised,DEBATE,Is meritocracy the best form of government?
unsupervised,DEBATE,Is mining on asteroids crucial for the survival of humankind?
unsupervised,DEBATE,Is morality an obstacle to personal happiness?
unsupervised,DEBATE,Is nihilism right?
unsupervised,DEBATE,Is pet ownership vegan?
unsupervised,DEBATE,Is political correctness detrimental to society?
unsupervised,DEBATE,Is prayer a useful activity?
unsupervised,DEBATE,Is profanity the refuge of the inarticulate?
unsupervised,DEBATE,Is radiation from cell phones and Wi-Fi harmful?
unsupervised,DEBATE,Is rioting/violent protests wrong when protesting ?
unsupervised,DEBATE,Is science political?
unsupervised,DEBATE,Is sex with no emotional attachment good for your mind?
unsupervised,DEBATE,Is social media helping or harming human relationship?
unsupervised,DEBATE,Is stealing ever acceptable?
unsupervised,DEBATE,Is tax avoidance acceptable?
unsupervised,DEBATE,Is television bad for people?
unsupervised,DEBATE,Is the Antifa direct-action movement beneficial?
unsupervised,DEBATE,Is the Asymmetry Argument at the basis of anti-natalism flawed ?
unsupervised,DEBATE,Is the Book of Mormon an authentic ancient scripture?
unsupervised,DEBATE,Is the Citizenship Amendment Act 2019 unconstitutional?
unsupervised,DEBATE,"Is the DNC and media's ""big switch"" narrative a lie?"
unsupervised,DEBATE,Is the European Union the greatest political peace accomplishment in modern History?
unsupervised,DEBATE,Is the Main Battle Tank Obsolete?
unsupervised,DEBATE,Is the Mercedes-Benz User Experience (MBUX) really a revolution in the vehicle cockpit?
unsupervised,DEBATE,Is the Mueller special counsel compromised?
unsupervised,DEBATE,Is the Premier League Better than the Bundesliga?
unsupervised,DEBATE,Is the Standard Model an incomplete theory?
unsupervised,DEBATE,Is the Star Wars series going in the right direction under Disney?
unsupervised,DEBATE,Is the UK NHS (National Health Service) sustainable?
unsupervised,DEBATE,Is the UN a force for good?
unsupervised,DEBATE,Is the US a force for good?
unsupervised,DEBATE,Is the United States on the brink of a revolution?
unsupervised,DEBATE,Is the adult brain capable of change?
unsupervised,DEBATE,Is the defence of animal rights compatible with environmental conservation and the culling of invasive species?
unsupervised,DEBATE,Is the existence of a transcendent Creator demonstrated through the Kalam argument?
unsupervised,DEBATE,Is the involvement of pressure groups in US politics beneficial?
unsupervised,DEBATE,Is the state necessary and beneficial to society?
unsupervised,DEBATE,Is the system we live in created in everyone's best interests?
unsupervised,DEBATE,"Is the use of force, under the principle of Responsibility to Protect, necessary and appropriate now in Venezuela?"
unsupervised,DEBATE,Is the world getting better than ever before?
unsupervised,DEBATE,Is the world of Harry Potter really the place to be?
unsupervised,DEBATE,Is there a place for a uniform in today's education system?
unsupervised,DEBATE,Is there a social media bias?
unsupervised,DEBATE,Is there an afterlife?
unsupervised,DEBATE,Is this the best time to drastically change our economic philosophy?
unsupervised,DEBATE,Is traveling worthwhile?
unsupervised,DEBATE,Is trust a positive trait?
unsupervised,DEBATE,Is using new AI technologies for legal research useful?
unsupervised,DEBATE,Is veganism a religion or a philosophy?
unsupervised,DEBATE,Is violence always wrong?
unsupervised,DEBATE,Is wireless charging a worthwhile feature on a phone?
unsupervised,DEBATE,Is working as an entrepreneur preferable to having a corporate job?
unsupervised,DEBATE,Is zero purely imaginary?
unsupervised,DEBATE,Masturbation - Is It Acceptable?
unsupervised,DEBATE,Monogamy vs Polygamy: Is the Norm of Monogamy Regrettable?
unsupervised,DEBATE,NFL Player Protests: Should NFL Players Stand or Kneel for the National Anthem?
unsupervised,DEBATE,Oprah 2020: Should Oprah Run For President?
unsupervised,DEBATE,Peertube : could free software win against propietary software (especially Youtube) ?
unsupervised,DEBATE,Pro-Life vs Pro-Choice: Should Abortion be Legal?
unsupervised,DEBATE,Shoud the entire world embrace the ISO 8601 standard date-time format?
unsupervised,DEBATE,"Should 'Black Pete', part of a Dutch tradition called Sinterklaas, be banned?"
unsupervised,DEBATE,Should (compulsory) school education focus on science rather than humanities?
unsupervised,DEBATE,Should A Character Witness Be Required To Purchase Guns or Ammo?
unsupervised,DEBATE,Should A Further Referendum Be Held On Brexit?
unsupervised,DEBATE,Should Aborting a Disabled Child Be Legal?
unsupervised,DEBATE,Should All Bee Products Be Banned?
unsupervised,DEBATE,Should All Drug Trial Participants Be Chosen By Lottery?
unsupervised,DEBATE,Should All Human Interaction be Voluntary?
unsupervised,DEBATE,Should All Nations Denuclearize?
unsupervised,DEBATE,Should All People in the US Have the Right to Health Care?
unsupervised,DEBATE,Should Anonymous Sperm Donation Be Illegal?
unsupervised,DEBATE,Should Anyone Be Allowed To Be a Parent?
unsupervised,DEBATE,Should Australia Have A Bill of Rights?
unsupervised,DEBATE,Should Australia become a republic?
unsupervised,DEBATE,Should Bullfighting be Banned?
unsupervised,DEBATE,Should Burning The US Flag Be Illegal?
unsupervised,DEBATE,Should Canada build the Trans Mountain Pipeline Expansion?
unsupervised,DEBATE,Should Cannabis Be Federally Legalized In The United States?
unsupervised,DEBATE,Should Catholic priests be allowed to marry?
unsupervised,DEBATE,Should Children Learn About Gender Identity And Sexual Orientation In School?
unsupervised,DEBATE,Should Children With Down Syndrome Be Educated Separately?
unsupervised,DEBATE,"Should China cease attempts to infringe on the 'one country, two systems' policy in Hong Kong?"
unsupervised,DEBATE,Should Cigarettes be Taxed More When We Know That They Kill?
unsupervised,DEBATE,Should Cinco de Mayo be celebrated in the US?
unsupervised,DEBATE,Should Colleges Have Safe Spaces?
unsupervised,DEBATE,Should Conduct in Virtual Reality be Subject to the Laws of the Real World?
unsupervised,DEBATE,Should Constitutions protect linguistic minorities?
unsupervised,DEBATE,Should Countries Taking In Refugees Confiscate their Valuables?
unsupervised,DEBATE,Should Couples Sign A Prenuptial Agreement Before Marriage?
unsupervised,DEBATE,Should Culture be Supported by the State?
unsupervised,DEBATE,Should Daylight Saving Time Be Abolished?
unsupervised,DEBATE,Should Decisions Be Made Technocratically?
unsupervised,DEBATE,Should Developed Countries Reduce The Working Year?
unsupervised,DEBATE,Should DeviantArt keep the Eclipse update?
unsupervised,DEBATE,Should Doctors Be Allowed To Remove Healthy Body Parts To Replace With Artificial Ones?
unsupervised,DEBATE,Should Drinking Water Be Fluoridated?
unsupervised,DEBATE,"Should Drivers Always Mirror, Signal, Manoeuvre?"
unsupervised,DEBATE,Should Election Campaigns only be Funded by the Government?
unsupervised,DEBATE,Should Election Day be a National Holiday in the U.S?
unsupervised,DEBATE,Should Employees Disclose Their Mental Health Conditions in the Workplace?
unsupervised,DEBATE,Should European Monarchies Be Abolished?
unsupervised,DEBATE,Should Ex-Convicts Be Prioritised In The Job Market?
unsupervised,DEBATE,Should Felons be Allowed to Vote?
unsupervised,DEBATE,Should Gambling be Banned in Europe?
unsupervised,DEBATE,Should Gay Men Be Allowed To Donate Blood?
unsupervised,DEBATE,Should Girls Be Allowed in Boy Scouts?
unsupervised,DEBATE,Should God Have Tested Job?
unsupervised,DEBATE,Should Governments Ever Limit Free Speech?
unsupervised,DEBATE,Should Governments Put A Tax On Meat?
unsupervised,DEBATE,Should HPV Vaccinations be Compulsory?
unsupervised,DEBATE,Should Hate Speech Be Legally Protected?
unsupervised,DEBATE,Should Human Life Be Valued Above Animal Life?
unsupervised,DEBATE,Should Humans Tour Space?
unsupervised,DEBATE,Should Hunger Be The First Problem To Solve Before All Others?
unsupervised,DEBATE,Should I use my own domain for my private email address?
unsupervised,DEBATE,Should IT Education for kids begin as early as three years old?
unsupervised,DEBATE,Should Individuals Be Allowed Paid Period Leave?
unsupervised,DEBATE,Should Inheritance Be Minimized to Create an Equal Outset for Everyone?
unsupervised,DEBATE,Should Inheritance be Abolished?
unsupervised,DEBATE,Should Ireland Repeal the 8th Amendment?
unsupervised,DEBATE,Should Israel Remain Democratic Even If that Would Ultimately Lead to it No Longer Being a Jewish State?
unsupervised,DEBATE,Should Jeremy Corbyn Be The Next Prime Minister Of The United Kingdom?
unsupervised,DEBATE,Should Journalists Publish Hacked Data?
unsupervised,DEBATE,Should Kids Under 13 Have Access to Electronics?
unsupervised,DEBATE,Should LGBTQ+ Campaigning Use The Narrative That LGBTQ+ People Are 'Born This Way'?
unsupervised,DEBATE,Should Land Boundaries/Borders Exist?
unsupervised,DEBATE,Should Laptops be Allowed in University Classrooms?
unsupervised,DEBATE,Should Law Enforcement have volunteers?
unsupervised,DEBATE,Should Law and Morality be Related?
unsupervised,DEBATE,Should Life Without Parole sentences be abolished?
unsupervised,DEBATE,Should Local Governments have Partisan Elections?
unsupervised,DEBATE,Should Long-term Solitary Confinement Be Stopped?
unsupervised,DEBATE,Should Major League Soccer adopt promotions and relegations?
unsupervised,DEBATE,Should Men Be Involved And Trusted In Childcare?
unsupervised,DEBATE,Should Men Pay Child Support When Abortion is Legal?
unsupervised,DEBATE,Should Mexico legalize drugs?
unsupervised,DEBATE,Should Mission Tables Continue to be in World of Warcraft?
unsupervised,DEBATE,Should More Congressional Voting Be By Secret Ballot?
unsupervised,DEBATE,Should More Women Work In Construction In The United States?
unsupervised,DEBATE,Should NCAA Athletes Be Paid?
unsupervised,DEBATE,Should Nations exist?
unsupervised,DEBATE,Should North African countries be allowed to be part of the EU?
unsupervised,DEBATE,"Should Ontario have only one public, secular school system?"
unsupervised,DEBATE,Should Organ Donation be Mandatory?
unsupervised,DEBATE,Should Organ Trade Be Legalized?
unsupervised,DEBATE,Should People Be Allowed To Work More Than 10 Hours/Day?
unsupervised,DEBATE,Should People in Positions of Authority Resign When Accused of Sexual Assault?
unsupervised,DEBATE,Should Police Be Represented In Pride Parades?
unsupervised,DEBATE,Should Polygamy Be Legal?
unsupervised,DEBATE,Should Prescription Drug Advertisements to Consumers be Banned?
unsupervised,DEBATE,Should Profanity be Permitted in Debate?
unsupervised,DEBATE,Should Racial Profiling Be Banned?
unsupervised,DEBATE,Should Rapists Have One Testicle Surgically Removed As Punishment?
unsupervised,DEBATE,Should Referendums Be Abolished?
unsupervised,DEBATE,Should Religious Education that Promotes a Certain Faith or Religion be Abolished in Schools?
unsupervised,DEBATE,Should Religious Exemptions to Discrimination Laws Be Abolished?
unsupervised,DEBATE,Should Restraints be Used in Adolescent Psychiatric Inpatient Treatment?
unsupervised,DEBATE,Should Robots Have a Right to Free Speech?
unsupervised,DEBATE,Should Ross take responsibility for his failed relationship with Rachel?
unsupervised,DEBATE,Should School be Mandatory?
unsupervised,DEBATE,Should Schools Be Re-Opened?
unsupervised,DEBATE,Should Sex Work Be Legal?
unsupervised,DEBATE,Should Shark Culling Be Banned?
unsupervised,DEBATE,Should Society Normalise Men Wearing Dresses/Skirts?
